,name,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
633,Ryker Evans,17.96851852,11.26,0.49,0.66,24,4,0,1,3,14,2,0,0.31,0.19,0.0,0,0,0,16
634,Ryan Nugent-Hopkins,19.96574074,88.02,10.55,6.46,162,37,11,24,14,71,31,15,2.45,3.68,4.43,3,4,4,117
635,Alex Killorn,18.26149425,68.86,9.25,5.32,127,15,12,11,14,57,26,12,1.93,3.16,4.16,1,2,1,95
636,Cole Guttman,12.61428571,36.57,2.96,2.65,64,6,2,11,9,42,7,3,1.31,0.77,0.88,2,1,0,52
637,Tyler Toffoli,17.38333333,117.73,15.44,8.05,211,28,8,14,18,108,32,20,3.61,3.86,7.96,5,4,7,160
638,Adam Fox,22.55689655,45.03,3.64,3.15,96,25,3,14,11,56,6,3,1.29,0.74,1.61,1,1,2,65
639,Michael Carcone,11.33198198,51.15,5.39,3.91,99,19,8,5,6,44,17,8,1.15,2.18,2.06,8,6,0,69
640,Uvis Balinskis,13.63148148,15.43,0.72,0.88,35,2,1,2,7,20,2,0,0.46,0.26,0.0,0,1,0,22
641,Will Borgen,17.12393162,51.34,2.02,2.86,117,14,2,7,7,70,3,1,1.28,0.43,0.31,1,0,0,74
642,Henri Jokiharju,17.35588235,35.96,1.49,1.93,81,9,2,5,15,48,2,1,1.0,0.2,0.28,2,0,0,51
643,Dylan Samberg,15.05726496,37.78,1.29,1.83,95,10,4,10,23,51,1,2,0.75,0.1,0.43,0,0,0,54
644,Tomas Hertl,20.91794872,100.99,12.25,8.35,180,28,14,25,12,95,24,16,3.16,3.04,6.05,2,2,9,135
645,Sean Couturier,19.90482456,101.22,10.57,8.04,179,27,12,32,19,93,32,13,2.5,4.25,3.81,3,4,3,138
646,Tom Wilson,18.42236842,109.65,14.52,8.57,186,19,10,27,31,86,47,13,2.45,5.77,6.3,4,3,4,146
647,Garnet Hathaway,10.74083333,39.15,4.36,3.05,67,5,4,4,7,32,18,4,1.16,2.14,1.06,0,3,1,54
648,Andrei Kuzmenko,14.77647059,63.71,8.33,5.59,119,19,17,9,12,53,22,11,1.69,2.64,4.01,4,3,1,86
649,Rickard Rakell,16.86481481,75.85,8.7,5.83,145,14,6,7,8,67,30,8,2.17,3.69,2.85,1,1,3,105
650,Miro Heiskanen,25.05630631,83.02,4.07,5.38,212,27,13,21,21,109,8,1,2.86,0.8,0.41,1,2,1,118
651,Roman Josi,24.49041667,129.19,8.05,8.38,287,31,13,10,28,159,18,5,3.92,1.95,2.18,6,0,2,182
652,Alex Wennberg,18.67606838,53.32,7.11,3.99,78,15,3,27,13,39,19,11,1.07,2.31,3.74,3,1,1,69
653,Mathieu Joseph,16.61466667,48.77,4.52,3.25,79,19,6,17,9,47,16,4,1.5,2.02,1.0,0,5,1,67
654,Patrick Kane,18.88020833,51.69,3.97,3.65,92,14,4,5,11,55,11,5,1.6,1.14,1.23,2,2,2,71
655,Kevin Hayes,15.00394737,71.59,8.06,5.25,129,19,10,24,13,71,19,9,2.09,2.48,3.48,2,3,4,99
656,Cam Fowler,25.17094017,56.5,3.45,3.43,137,18,3,17,27,74,5,2,1.79,0.6,1.05,1,0,1,81
657,Jared Spurgeon,23.32708333,20.39,1.22,1.31,54,5,2,3,1,26,2,1,0.72,0.19,0.3,0,0,0,29
658,Jake Christiansen,15.93888889,0.76,0.03,0.03,2,1,0,0,0,1,0,0,0.03,0.0,0.0,0,0,0,1
659,Josh Anderson,16.63675214,97.93,11.65,7.46,156,11,12,14,8,82,36,16,2.75,4.39,4.51,0,2,4,134
660,Taylor Raddysh,16.19285714,58.07,7.29,4.03,103,10,5,23,15,55,17,9,1.83,1.97,3.49,1,2,2,81
661,Alexandre Texier,14.46581197,54.05,6.48,3.75,107,13,6,10,5,44,22,7,1.59,2.52,2.36,1,3,2,73
662,David Savard,21.0254902,20.05,1.74,1.19,41,8,3,1,14,27,1,1,0.65,0.19,0.91,2,0,1,29
663,Akito Hirose,12.10555556,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
664,Mark Friedman,12.38981481,18.11,0.56,1.0,36,1,0,2,2,25,1,0,0.45,0.11,0.0,0,0,0,26
665,Samuel Laberge,3.091666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
666,Artturi Lehkonen,18.49861111,31.58,6.18,2.83,50,8,3,4,4,19,15,8,0.66,1.92,3.6,0,2,1,42
667,Vladislav Kolyachonok,6.15,0.61,0.02,0.05,1,0,0,0,0,1,0,0,0.02,0.0,0.0,0,0,0,1
668,Jordan Martinook,14.87416667,86.04,7.33,5.84,162,10,7,23,8,95,22,7,2.53,2.55,2.25,0,0,2,124
669,Pierre-Edouard Bellemare,9.562643678,26.32,2.31,1.62,52,5,2,14,4,26,11,1,0.8,1.25,0.26,1,2,1,38
670,Sean Kuraly,13.47761905,48.83,4.33,3.15,91,11,4,11,10,51,11,5,1.46,1.64,1.24,2,2,2,67
671,Justin Schultz,15.97903226,50.02,2.09,3.04,121,10,6,6,8,69,2,1,1.44,0.27,0.39,3,0,0,72
672,TJ Brodie,21.74398148,18.63,1.16,0.94,47,7,2,7,26,25,0,1,0.51,0.0,0.65,0,0,0,26
673,Grigori Denisenko,11.25833333,2.35,0.41,0.23,3,0,1,0,0,0,3,0,0.0,0.41,0.0,0,0,0,3
674,Jake Sanderson,23.42333333,63.97,2.32,4.43,140,20,4,12,28,92,2,0,2.1,0.22,0.0,5,0,0,94
675,Danton Heinen,14.08870968,57.9,7.16,3.98,93,14,7,17,8,52,16,10,1.67,2.09,3.4,2,1,2,78
676,Nicholas Paul,17.91626016,88.02,11.39,7.48,149,22,12,19,19,72,25,19,2.07,3.0,6.32,3,2,6,116
677,Mark Kastelic,7.116666667,16.73,1.63,1.14,26,2,5,3,5,16,7,1,0.55,0.84,0.24,0,1,0,24
678,Mark Stone,19.37416667,86.21,12.37,6.61,145,39,8,44,20,65,30,18,1.76,3.69,6.92,1,6,5,113
679,Zach Sanford,9.622222222,9.96,1.45,0.77,16,3,1,4,3,8,2,3,0.35,0.35,0.74,0,0,0,13
680,Marcus Johansson,16.45512821,69.29,8.38,5.13,136,21,6,13,18,67,20,8,2.19,2.43,3.76,2,2,1,95
681,Darnell Nurse,22.59583333,80.7,5.6,4.58,176,14,9,7,29,98,12,4,2.24,1.57,1.8,3,1,1,114
682,Brian Dumoulin,16.04824561,32.51,1.23,1.9,80,6,3,2,15,44,3,0,0.94,0.3,0.0,1,1,0,47
683,Nick Cousins,12.72387387,57.38,5.02,3.55,101,5,3,19,13,58,18,3,1.69,2.4,0.93,1,1,0,79
684,Sean Walker,20.3675,68.69,2.81,4.01,149,13,10,18,16,90,6,0,2.13,0.68,0.0,4,0,0,96
685,Brock McGinn,11.40614035,20.14,2.18,1.43,33,2,1,3,2,20,2,5,0.61,0.24,1.33,0,0,1,27
686,Adam Erne,8.055263158,12.0,1.16,0.95,24,2,0,3,3,10,6,0,0.36,0.8,0.0,0,1,0,16
687,Drake Batherson,18.0152381,95.57,11.58,7.22,164,30,7,15,16,84,27,15,2.78,3.37,5.43,2,7,5,126
688,Wyatt Johnston,16.67478632,96.14,11.43,7.1,171,23,7,15,19,80,36,14,2.86,4.31,4.26,4,3,3,130
689,Victor Mete,10.86666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
690,Justin Kirkland,7.383333333,0.85,0.2,0.09,1,0,0,0,1,0,1,0,0.0,0.2,0.0,0,0,0,1
691,Erik Gustafsson,17.61923077,62.2,3.01,3.52,132,20,2,16,20,81,4,2,1.71,0.52,0.78,2,0,1,87
692,Nicolas Deslauriers,8.835470085,42.0,3.58,2.51,71,3,0,11,5,41,10,4,0.91,1.35,1.32,0,0,0,55
693,Nick Foligno,17.52948718,69.23,9.69,5.14,117,17,5,29,13,57,22,13,1.52,2.93,5.23,0,2,6,92
694,Shayne Gostisbehere,19.31538462,66.22,4.98,4.44,152,28,5,8,17,81,11,4,1.78,1.21,1.98,1,4,2,96
695,Seth Jones,25.41666667,57.13,2.48,3.4,142,11,8,12,30,77,2,1,2.03,0.21,0.24,0,0,0,80
696,Jujhar Khaira,8.083333333,0.86,0.01,0.01,1,0,0,0,0,1,0,0,0.01,0.0,0.0,0,0,0,1
697,Chris Tierney,8.062962963,6.38,0.73,0.39,11,3,2,3,3,5,2,1,0.21,0.19,0.34,0,0,0,8
698,Dominik Kubalik,14.28952381,61.93,5.73,4.45,104,11,5,9,13,59,20,5,1.64,2.6,1.49,3,4,1,84
699,Mattias Ekholm,20.81142857,82.62,4.39,4.45,164,15,5,18,32,102,10,2,2.35,1.22,0.82,1,2,1,114
700,Marc Johnstone,7.316666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
701,Jansen Harkins,8.497222222,21.67,1.88,1.39,37,3,2,5,5,21,4,3,0.57,0.54,0.77,0,0,0,28
702,Jaden Schwartz,17.25942029,53.69,7.54,4.0,90,15,7,14,6,51,15,7,1.52,2.21,3.81,2,2,4,73
703,Brendan Gallagher,14.26410256,92.7,11.94,7.11,171,13,17,10,11,74,34,18,2.43,4.29,5.22,0,2,4,126
704,Sean Durzi,22.2921875,58.64,3.63,3.76,137,21,4,7,30,80,1,3,2.03,0.09,1.51,2,1,3,84
705,Claude Giroux,20.12857143,82.27,8.51,5.27,156,31,11,21,18,82,18,11,2.31,2.32,3.88,3,4,3,111
706,Artemi Panarin,20.01709402,158.74,13.94,10.92,315,57,11,12,33,175,32,13,5.45,3.77,4.72,11,8,7,220
707,Brett Leason,12.91919192,44.75,4.07,2.64,81,11,6,6,7,46,11,4,1.27,1.53,1.27,3,2,1,61
708,Ondrej Pavel,6.983333333,1.64,0.22,0.13,3,0,0,1,0,1,1,0,0.03,0.2,0.0,0,0,0,2
709,Justin Holl,15.2882716,11.36,0.43,0.6,29,5,0,4,17,15,1,0,0.34,0.09,0.0,0,0,0,16
710,Alex Kerfoot,17.49385965,59.64,9.5,4.75,94,24,6,19,12,44,22,15,1.18,2.99,5.33,0,0,5,81
711,Axel Jonsson-Fjallby,8.412698413,25.12,1.76,1.52,47,5,1,3,3,29,5,1,0.86,0.61,0.28,2,0,0,35
712,Jaycob Megna,15.75555556,0.81,0.21,0.07,5,1,1,0,3,0,0,1,0.0,0.0,0.21,0,0,0,1
713,Ross Colton,13.25641026,80.4,11.17,6.37,148,17,10,17,12,62,33,16,2.01,4.06,5.11,1,3,4,111
714,Julien Gauthier,10.09416667,23.69,2.37,1.49,45,9,5,3,3,17,12,2,0.37,1.44,0.56,2,3,0,31
715,Timothy Liljegren,19.43083333,22.36,1.27,1.15,50,7,2,2,12,27,3,1,0.53,0.38,0.35,1,0,0,31
716,William Lagesson,15.02698413,8.52,0.35,0.47,29,3,1,3,19,11,1,0,0.25,0.1,0.0,0,0,0,12
717,Mason McTavish,17.0125,83.98,10.72,6.46,152,26,9,11,12,60,36,15,1.85,4.43,4.44,2,5,4,111
718,Oliver Ekman-Larsson,19.57179487,66.63,4.26,4.19,164,20,5,8,19,88,3,5,2.04,0.34,1.88,5,1,2,96
719,Michael Bunting,14.76196581,73.59,10.23,5.52,144,26,11,12,21,64,22,13,1.74,2.62,5.87,0,4,5,99
720,Dante Fabbro,17.35752688,35.37,1.35,1.7,70,9,7,6,27,47,3,0,1.04,0.31,0.0,2,0,0,50
721,Ivan Miroshnichenko,10.375,7.56,0.64,0.48,10,0,2,0,2,6,4,0,0.12,0.51,0.0,0,0,0,10
722,Nicolas Roy,14.78387097,54.07,8.37,4.35,91,15,5,22,12,38,17,16,1.24,2.15,4.99,3,3,1,71
723,Jeff Carter,11.37525253,42.03,4.61,3.19,75,7,4,7,10,35,14,7,0.68,1.76,2.17,0,2,3,56
724,J.T. Miller,19.77833333,96.52,14.07,7.88,167,54,13,21,21,86,22,24,3.04,2.91,8.11,8,3,8,132
725,Haydn Fleury,15.42222222,11.08,0.49,0.61,31,4,1,0,7,14,2,0,0.2,0.29,0.0,1,0,0,16
726,Boris Katchouk,12.33333333,26.52,2.63,1.57,43,6,3,11,8,27,5,4,0.84,0.54,1.25,1,0,2,36
727,Owen Tippett,15.64083333,153.02,12.36,10.36,272,23,12,16,12,166,31,12,4.75,4.0,3.62,3,6,4,209
728,Dylan Holloway,11.38809524,26.96,2.66,1.99,44,1,4,7,5,23,10,2,0.82,1.26,0.58,0,1,0,35
729,Mitchell Chaffee,6.933333333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
730,Jake Middleton,20.39102564,39.48,2.57,2.34,99,13,5,14,10,48,5,3,1.03,0.76,0.78,4,1,0,56
731,Ben Hutton,16.10967742,40.64,1.95,2.34,94,9,5,10,11,51,5,2,1.02,0.44,0.49,0,1,0,58
732,Ethan Bear,17.67333333,6.17,0.28,0.38,15,1,0,0,3,8,1,0,0.17,0.11,0.0,0,0,0,9
733,Anton Lundell,15.51333333,71.6,8.74,5.21,129,12,8,15,12,60,24,11,1.91,3.16,3.67,0,0,2,95
734,Josh Morrissey,24.29273504,105.52,5.52,6.71,235,30,7,19,29,135,13,2,3.13,1.62,0.77,2,2,2,150
735,Vincent Desharnais,14.46813725,14.6,0.34,0.75,40,5,2,6,19,22,0,0,0.34,0.0,0.0,1,0,0,22
736,Milan Lucic,11.97083333,1.38,0.05,0.07,4,2,0,0,3,2,0,0,0.05,0.0,0.0,0,0,0,2
737,Zach Hyman,19.56285714,141.43,22.18,13.19,219,40,19,13,9,89,57,35,3.06,7.19,11.93,5,12,8,181
738,Brendan Smith,14.55,32.63,1.39,1.88,65,5,1,12,12,44,2,1,0.89,0.18,0.33,0,0,1,47
739,Connor Clifton,16.10585586,32.23,1.59,1.81,67,11,3,13,13,40,4,1,0.86,0.52,0.21,0,0,0,45
740,Filip Zadina,13.19428571,61.73,5.45,4.19,115,10,8,15,10,65,17,5,1.97,1.94,1.53,2,2,0,87
741,Adam Fantilli,15.83089431,109.77,9.9,7.86,216,24,19,13,11,113,26,10,3.96,3.14,2.81,6,4,1,149
742,Raphael Lavoie,7.285714286,4.41,0.37,0.31,9,0,1,1,0,5,1,0,0.2,0.17,0.0,0,0,0,6
743,Erik Brannstrom,15.71944444,28.38,1.44,1.61,66,10,2,12,22,36,2,2,0.69,0.2,0.55,1,1,0,40
744,Mason Appleton,16.28547009,58.5,5.36,3.73,101,20,8,15,8,66,13,4,2.08,1.86,1.42,2,3,1,83
745,Lucas Raymond,17.64291667,76.77,8.5,5.69,146,32,8,16,15,69,30,7,2.53,3.68,2.29,7,2,2,106
746,Tyler Pitlick,10.07619048,28.06,2.73,1.95,53,3,2,5,3,26,10,2,0.96,1.22,0.56,0,1,0,38
747,Leon Draisaitl,21.10972222,115.45,13.82,8.39,200,42,11,41,41,105,39,13,3.82,4.54,5.46,8,3,7,157
748,Matthew Poitras,13.94655172,33.52,4.02,2.51,72,15,4,19,13,27,13,5,0.84,1.7,1.49,0,3,2,45
749,Brett Seney,10.34583333,1.34,0.06,0.08,3,0,0,0,5,2,0,0,0.06,0.0,0.0,0,0,0,2
750,Zach Werenski,24.06813725,89.23,5.87,5.48,210,25,7,13,10,109,11,5,2.79,1.14,1.94,0,0,1,125
751,Zemgus Girgensons,12.21666667,29.57,4.09,2.18,48,3,4,4,0,21,12,7,0.75,1.53,1.82,2,0,1,40
752,Michael McLeod,14.62763158,66.32,8.81,4.5,108,18,7,16,12,52,20,13,1.67,3.16,3.98,1,4,5,85
753,Carter Verhaeghe,17.62692308,135.55,18.6,9.76,274,39,7,16,19,131,25,28,4.47,3.08,11.04,9,5,8,184
754,Rasmus Ristolainen,17.44333333,32.9,1.36,1.83,64,3,3,4,8,43,2,0,1.1,0.26,0.0,1,0,0,45
755,Marc Staal,13.28229167,9.53,0.77,0.59,23,2,1,1,4,10,2,1,0.24,0.23,0.3,0,1,0,13
756,Tristan Luneau,17.87142857,10.59,0.48,0.55,19,3,1,0,3,14,1,0,0.32,0.16,0.0,0,1,0,15
757,Sam Bennett,16.46049383,68.17,10.94,4.97,126,14,8,16,10,56,20,14,1.65,2.76,6.53,2,1,4,90
758,Luke Hughes,20.09385965,62.86,3.83,4.23,177,23,7,17,31,83,3,4,2.13,0.26,1.44,5,0,2,90
759,Dillon Dube,11.31709402,41.67,4.8,2.98,72,7,3,5,10,38,10,7,1.19,1.41,2.2,1,0,2,55
760,Zach Whitecloud,18.68666667,24.52,0.96,1.45,66,5,4,8,7,33,2,0,0.79,0.17,0.0,2,0,0,35
761,Joel Hanley,12.61041667,8.01,0.42,0.56,25,2,1,1,3,11,1,0,0.22,0.19,0.0,0,0,0,12
762,Dylan Larkin,19.9,119.53,15.3,8.98,226,33,11,21,15,116,27,20,3.56,3.44,8.31,6,2,6,163
763,Ondrej Palat,15.72095238,61.31,7.36,4.5,104,14,13,10,14,52,21,11,1.69,2.76,2.91,1,4,0,84
764,Max McCormick,5.633333333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
765,Nicolas Aube-Kubel,13.33717949,35.19,3.35,2.2,66,11,3,21,10,37,8,3,1.33,1.06,0.96,4,0,0,48
766,Trey Fix-Wolansky,12.53333333,2.27,0.06,0.09,5,0,1,0,0,3,0,0,0.06,0.0,0.0,0,0,0,3
767,Mackie Samoskevich,12.56666667,5.96,0.49,0.41,10,0,1,1,3,7,0,1,0.16,0.0,0.33,0,0,0,8
768,Noah Gregor,11.41981982,64.66,6.44,4.11,114,7,2,9,7,64,17,6,1.97,2.23,2.24,2,2,1,87
769,Jan Rutta,19.06078431,33.22,1.12,1.65,101,6,6,5,7,44,3,0,0.73,0.39,0.0,0,0,0,47
770,Adrian Kempe,18.58055556,126.47,13.78,8.38,241,36,10,13,9,116,37,17,3.24,4.58,5.97,5,2,8,170
771,Jonathan Gruden,7.345833333,1.23,0.26,0.09,3,0,0,1,1,1,0,1,0.06,0.0,0.2,0,0,0,2
772,Casey Cizikas,13.75614035,41.83,5.65,3.02,70,11,8,10,9,31,16,8,0.94,2.19,2.52,0,2,3,55
773,Ryan Donato,14.7127193,66.62,6.53,5.21,114,13,8,32,16,62,20,7,2.02,2.44,2.07,2,1,3,89
774,Jonathan Huberdeau,17.21375,69.75,9.13,5.45,131,20,8,24,34,63,20,13,2.08,2.61,4.44,2,3,1,96
775,Simon Nemec,20.82941176,25.31,1.84,1.4,65,7,5,4,5,29,3,3,0.68,0.31,0.85,1,1,0,35
776,Alex DeBrincat,18.26916667,131.89,14.32,8.86,242,38,16,18,17,125,36,18,3.93,4.0,6.38,6,6,5,179
777,Nick Blankenburg,17.875,4.49,0.11,0.19,12,0,1,4,2,6,0,0,0.11,0.0,0.0,0,0,0,6
778,Brandon Duhaime,10.10982906,45.36,3.68,2.85,79,5,3,12,12,47,11,4,1.3,1.23,1.15,2,1,1,62
779,Kasperi Kapanen,15.22719298,67.67,6.85,4.07,109,12,2,15,10,68,15,7,1.84,2.08,2.92,0,1,3,90
780,A.J. Greer,8.758547009,42.21,5.52,2.86,75,10,4,13,10,39,13,6,1.35,1.53,2.63,2,0,4,58
781,Noah Juulsen,14.34107143,18.08,0.58,0.95,48,2,1,4,9,25,2,0,0.38,0.2,0.0,0,0,0,27
782,Nikita Zaitsev,16.18560606,19.33,0.59,1.06,47,7,2,8,12,27,1,0,0.5,0.09,0.0,1,1,0,28
783,Chris Kreider,18.43547009,124.42,18.21,10.48,189,35,13,6,17,92,47,28,2.96,6.08,9.17,3,7,10,167
784,Nick Schmaltz,19.80350877,85.66,10.37,6.24,151,25,10,34,28,81,24,12,2.57,2.84,4.96,4,6,2,117
785,Valtteri Puustinen,11.75714286,21.58,1.67,1.58,37,7,2,5,5,26,2,2,0.74,0.27,0.66,1,0,0,30
786,Shane Wright,9.794444444,0.75,0.09,0.04,3,0,0,1,0,0,1,0,0.0,0.09,0.0,0,0,0,1
787,Scott Perunovich,14.03043478,22.65,0.86,1.21,41,7,1,8,5,30,1,0,0.69,0.17,0.0,0,0,0,31
788,Andrew Cogliano,10.93571429,25.48,2.1,1.67,43,10,2,10,5,26,6,3,0.61,0.6,0.9,1,1,1,35
789,Samuel Girard,19.96,27.39,1.92,1.52,66,6,4,10,11,35,2,2,0.79,0.28,0.85,0,1,0,39
790,Jesper Boqvist,7.420833333,0.66,0.04,0.05,4,0,0,0,0,1,0,0,0.04,0.0,0.0,0,0,0,1
791,Brandon Biro,10.84333333,2.65,1.2,0.15,4,2,0,0,2,1,0,2,0.01,0.0,1.19,0,0,2,3
792,Klim Kostin,8.673913043,21.2,1.97,1.49,36,3,2,1,6,21,6,2,0.6,0.91,0.47,0,1,1,29
793,Devin Shore,7.99537037,16.01,1.19,1.07,34,4,0,5,1,19,4,0,0.65,0.54,0.0,0,1,0,23
794,Alexander Romanov,22.78589744,66.52,1.89,3.19,149,9,6,10,28,91,4,0,1.48,0.4,0.0,3,0,0,95
795,Emil Martinsen Lilleberg,11.8,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
796,Aaron Ekblad,21.12954545,51.73,4.65,2.9,99,9,2,5,14,64,3,5,1.47,0.41,2.77,1,0,0,72
797,Noah Dobson,25.87521368,91.39,3.58,5.05,223,38,8,18,32,124,4,1,2.73,0.44,0.41,4,1,1,129
798,Connor Brown,14.1591954,48.16,5.37,3.35,85,3,5,16,12,41,15,8,1.39,1.76,2.22,0,0,0,64
799,Mathew Barzal,19.24605263,111.12,10.67,7.55,196,40,11,44,46,121,22,12,3.98,2.97,3.72,4,5,2,155
800,Matt Roy,20.56388889,71.0,3.51,3.8,151,10,8,4,30,91,7,3,1.76,0.95,0.81,0,0,1,101
801,Jakob Silfverberg,11.85350877,58.48,4.41,3.24,93,7,2,10,9,63,9,5,1.59,1.2,1.62,0,0,1,77
802,Ian Cole,19.38666667,35.75,1.0,1.78,88,7,1,8,25,50,1,0,0.91,0.09,0.0,1,0,0,51
803,Ty Emberson,18.63333333,23.01,0.68,1.33,52,7,1,6,4,33,1,0,0.53,0.14,0.0,1,0,0,34
804,Oliver Bjorkstrand,16.62692308,115.11,8.4,7.59,228,29,14,31,16,131,23,7,3.57,2.61,2.21,6,2,3,161
805,Connor McMichael,15.18703704,71.87,10.45,5.38,116,14,8,16,10,53,27,15,1.87,3.27,5.31,2,2,3,95
806,Conor Garland,13.54458333,88.16,7.36,6.1,161,18,10,22,2,93,20,6,3.04,2.66,1.65,2,2,1,119
807,Dennis Gilbert,13.12261905,24.43,0.77,1.25,49,7,2,3,8,34,1,0,0.69,0.08,0.0,1,0,0,35
808,Nic Dowd,15.81321839,30.26,3.48,2.27,52,10,2,19,12,30,9,3,1.22,1.23,1.03,3,2,1,42
809,Luke Schenn,15.15079365,18.68,0.48,0.84,50,4,1,7,17,26,0,0,0.48,0.0,0.0,0,0,0,26
810,Jonny Brodzinski,11.03916667,33.3,1.87,2.02,65,8,5,8,5,37,5,2,0.84,0.5,0.53,0,1,0,44
